mtSNP	Position	Info	Haplogroups
12657C	12657	VARIANT	M2a2a,M2a2
16178C	16178	VARIANT	M33d,D1g6
9957C	9957	VARIANT	N1b1a3,M7c1b2a,M7c1b2b,M7c1b2
9824A	9824	VARIANT	D4b2a1,D4b2a2a1,D4b2a2a2,D4b2a2a,D4b2a2b,D4b2a2,D4b2a,D4b2b1a,D4b2b1b,D4b2b1c,D4b2b1d,D4b2b1+146,D4b2b1,D4b2b2a1,D4b2b2a,D4b2b2b,D4b2b2c,D4b2b2,D4b2b3,D4b2b4,D4b2b5,D4b2b6,D4b2b7,D4b2b,D4b2d,D4b2
15946T	15946	VARIANT	K1b1a1a,K1b1a1b,K1b1a1+199,K1b1a1c1,K1b1a1c,K1b1a1d1,K1b1a1d,K1b1a1,K1b1a2,K1b1a,K1b1b1,K1b1b,K1b1+(16093),K1b1c,K1b1
13191C	13191	VARIANT	R9b2,G2b1a1
2483C	2483	VARIANT	U4b1b1c,K1a1b1b1,K1a1b1b,L3e2b1a1,L3e2b1a2,L3e2b1a,L4b2a2a,L0d2c1a1
9824C	9824	VARIANT	M7a1a1a,M7a1a1,M7a1a2,M7a1a3,M7a1a4a,M7a1a4,M7a1a5a,M7a1a5,M7a1a6a,M7a1a6,M7a1a7,M7a1a8,M7a1a9,M7a1a,M7a1b1,M7a1b2,M7a1b,M7a1,M7a+16324,M7a2a1,M7a2a2,M7a2a3a,M7a2a3,M7a2a,M7a2,M7a,M7b1a1a1a,M7b1a1a1b1,M7b1a1a1b,M7b1a1a1c,M7b1a1a1d,M7b1a1a1,M7b1a1a2,M7b1a1a3,M7b1a1a,M7b1a1b,M7b1a1c1,M7b1a1c,M7b1a1d1,M7b1a1d,M7b1a1e1,M7b1a1e2,M7b1a1e,M7b1a1f,M7b1a1g,M7b1a1h,M7b1a1i1,M7b1a1i,M7b1a1+(16192),M7b1a1,M7b1a2a1a,M7b1a2a1b1,M7b1a2a1b,M7b1a2a1,M7b1a2a,M7b1a2,M7b1a,M7b1b,M7b1,M7b2a,M7b2,M7b,M7c1a1a1,M7c1a1a,M7c1a1b1,M7c1a1b,M7c1a1,M7c1a2a1,M7c1a2a,M7c1a2,M7c1a3a,M7c1a3,M7c1a4a,M7c1a4b,M7c1a4,M7c1a5,M7c1a,M7c1b1,M7c1b2a,M7c1b2b,M7c1b2,M7c1b,M7c1c1a1,M7c1c1a,M7c1c1,M7c1c2a,M7c1c2,M7c1c3a1,M7c1c3a,M7c1c3b,M7c1c3c,M7c1c3d,M7c1c3e,M7c1c3f,M7c1c3g,M7c1c3h,M7c1c3i,M7c1c3,M7c1c,M7c1,M7c2a,M7c2b,M7c2,M7c3,M7c,M7b'c,M7
16172C!	16172	BACKMUTATION	N1a1a1a2,D5a2a1a1a,D5a2a1a1,D5a2a1a2,D5a2a1a,D5a2a1+@16172
12822G	12822	VARIANT	N1b1a1,N1b1a2a,N1b1a2b,N1b1a2,N1b1a3,N1b1a4a,N1b1a4,N1b1a+16129,N1b1a5,N1b1a6,N1b1a7,N1b1a8a,N1b1a8b,N1b1a8,N1b1a+195,N1b1a,N1b1b1,N1b1b,N1b1
15451T	15451	VARIANT	M27a1a1,M27a1a2,M27a1a,M27a1b,M27a1,M27a2a,M27a2b,M27a2,M27a3,M27a
6482T	6482	VARIANT	B4g2
3720G	3720	VARIANT	U2e1a1a,U2e1a1b,U2e1a1c,U2e1a1,U2e1a,U2e1b1,U2e1b2,U2e1b,U2e1c1,U2e1c,U2e1d,U2e1e,U2e1f1,U2e1f,U2e1g,U2e1h,U2e1,U2e2a1a1,U2e2a1a2,U2e2a1a,U2e2a1b,U2e2a1c,U2e2a1d,U2e2a1,U2e2a,U2e2,U2e3a,U2e3,U2e1'2'3,U2e,K1c1d,L5b1a,L5b1b,L5b1
9338T	9338	VARIANT	B4b1a3a,B4b1a3
15148A	15148	VARIANT	J2a2d,B4c1b1a,R30b2a,R30b2,R31b,U1a1a1a,U1a1a1,U1a1a2,U1a1a3,U1a1a+16129,U1a1a,U1a1b,U1a1c1a,U1a1c1b,U1a1c1c1,U1a1c1c,U1a1c1d1,U1a1c1d,U1a1c1,U1a1c,U1a1d,U1a1,U1a2,U1a3,U1a,U1b1,U1b2,U1b3,U1b,U1,K1b1a1d1,M43b,M8a1a,M8a1,C4c1a,C4c1b,C4c1,C4c2,C4c,M70
12519C	12519	VARIANT	R2a,B4a1a2,L3h1a2a1,L3h1a2a,L1b1a1,L1b1a4a,L1b1a4,L1b1a1'4,L1b1a2a,L1b1a2,L1b1a3a1,L1b1a3a,L1b1a3b,L1b1a3,L1b1a9,L1b1a15a,L1b1a15,L1b1a17,L1b1a18,L1b1a+189,L1b1a5,L1b1a6,L1b1a7a,L1b1a7,L1b1a8,L1b1a10a,L1b1a10b,L1b1a10,L1b1a12a,L1b1a12b,L1b1a12,L1b1a13,L1b1a14,L1b1a16,L1b1a,L1b1,L1b2a,L1b2,L1b3,L1b2'3,L1b
15758G!	15758	BACKMUTATION	B5b2a2a2
634A	634	VARIANT	R23
9338G	9338	VARIANT	U8a1a1b1
10861C	10861	VARIANT	K1b1a1d1,K1b1a1d,L3e2b4,M7c1b2b
15452A	15452	VARIANT	J1b1a1a,J1b1a1b,J1b1a1c,J1b1a1d,J1b1a1e,J1b1a1+146,J1b1a1,J1b1a2a,J1b1a2b,J1b1a2,J1b1a3,J1b1a,J1b1b1a,J1b1b1b,J1b1b1c,J1b1b1,J1b1b2,J1b1b3,J1b1b,J1b1,J1b2a,J1b2,J1b3a,J1b3b1,J1b3b,J1b3,J1b4a1,J1b4a2,J1b4a,J1b4,J1b5a1,J1b5a,J1b5,J1b6a,J1b6b,J1b6,J1b7a,J1b7,J1b8,J1b9,J1b,J1c1a,J1c1b1a1,J1c1b1a,J1c1b1,J1c1b2a,J1c1b2,J1c1b,J1c1c,J1c1d,J1c1e,J1c1f,J1c1g1,J1c1g,J1c1h,J1c1,J1c2a1a,J1c2a1,J1c2a2,J1c2a3,J1c2a,J1c2b1,J1c2b2,J1c2b3,J1c2b4,J1c2b5,J1c2b,J1c2c1a,J1c2c1,J1c2c2a,J1c2c2,J1c2c3,J1c2c,J1c2d,J1c2e1,J1c2e2,J1c2e,J1c2f,J1c2g,J1c2h,J1c2i,J1c2j,J1c2k,J1c2l,J1c2m1,J1c2m,J1c2n1,J1c2n,J1c2o,J1c2p,J1c2q1,J1c2q,J1c2r,J1c2s1,J1c2s,J1c2t,J1c2,J1c3a1,J1c3a2,J1c3a,J1c3b1a,J1c3b1,J1c3b2,J1c3b,J1c3c1,J1c3c2,J1c3c,J1c3d,J1c3e1,J1c3e2,J1c3e,J1c3f,J1c3g,J1c3h,J1c3i,J1c3j,J1c3k,J1c3m,J1c3+189,J1c3,J1c4b,J1c4c,J1c4,J1c5a1,J1c5a,J1c5b,J1c5c1,J1c5c,J1c5d,J1c5e,J1c5f,J1c5,J1c6a,J1c6,J1c7a,J1c7,J1c12a,J1c12b,J1c12,J1c13,J1c+16261+189,J1c14,J1c+16261,J1c8a1a,J1c8a1,J1c8a2,J1c8a,J1c8b,J1c8,J1c9,J1c10a,J1c10,J1c11a,J1c11,J1c15a1,J1c15a,J1c15b,J1c15,J1c16,J1c17a,J1c17,J1c,J1d1a1a,J1d1a1,J1d1a,J1d1b1,J1d1b,J1d1,J1d2a,J1d2,J1d3a1,J1d3a2,J1d3a,J1d3,J1d4,J1d5a,J1d5,J1d6a,J1d6,J1d,J1+16193,J1,J2a1a1a1,J2a1a1a2a,J2a1a1a2,J2a1a1a3,J2a1a1a,J2a1a1b,J2a1a1c,J2a1a1d,J2a1a1e,J2a1a1,J2a1a2a1a,J2a1a2a1,J2a1a2a,J2a1a2,J2a1a,J2a1,J2a2a1a1,J2a2a1a,J2a2a1+16311,J2a2a1,J2a2a2,J2a2a,J2a2b1a,J2a2b1,J2a2b2,J2a2b3,J2a2b,J2a2c1,J2a2c,J2a2d,J2a2e,J2a2,J2a,J2b1a1a,J2b1a1,J2b1a2a,J2b1a2,J2b1a3,J2b1a4,J2b1a5,J2b1a+16311,J2b1a6,J2b1a,J2b1b1,J2b1b,J2b1c1,J2b1c,J2b1d,J2b1e1,J2b1e,J2b1f,J2b1g,J2b1h,J2b1,J2b2,J2b,J2,J,T1a1a1,T1a1a,T1a1b1,T1a1b,T1a1c,T1a1d,T1a1e,T1a1f,T1a1g,T1a1h,T1a1i,T1a1j,T1a1k1,T1a1k2,T1a1k,T1a1l,T1a1+@152,T1a1m1,T1a1m,T1a1n,T1a1p,T1a1q,T1a1r,T1a1,T1a3a,T1a3,T1a1'3,T1a2a,T1a2b,T1a2,T1a4,T1a11,T1a12,T1a13,T1a+152,T1a5a,T1a5,T1a6,T1a7,T1a8a,T1a8b,T1a8,T1a9,T1a10a,T1a10,T1a,T1b1,T1b2,T1b3,T1b4,T1b,T1,T2a1a1,T2a1a2,T2a1a3a,T2a1a3,T2a1a5,T2a1a6,T2a1a7,T2a1a8,T2a1a,T2a1b1a1a1,T2a1b1a1a2,T2a1b1a1a,T2a1b1a1b1,T2a1b1a1b,T2a1b1a1,T2a1b1a2,T2a1b1a,T2a1b1,T2a1b2a,T2a1b2b,T2a1b2,T2a1b,T2a1,T2a2a,T2a2,T2a3,T2a+195,T2a,T2b1,T2b2b1,T2b2b,T2b2,T2b3a1,T2b3a,T2b3c,T2b3d,T2b3e,T2b3+151,T2b3b,T2b3,T2b4a1,T2b4a,T2b4i,T2b4b,T2b4c,T2b4d,T2b4e,T2b4f,T2b4g,T2b4h,T2b4+152,T2b4,T2b5a1,T2b5a,T2b5,T2b6a,T2b6b,T2b6+146,T2b6,T2b7a1,T2b7a2,T2b7a3,T2b7a,T2b7,T2b8,T2b9,T2b+150,T2b11,T2b13a,T2b13b,T2b13,T2b15,T2b16,T2b+16362,T2b17a,T2b17,T2b19b,T2b19,T2b21a,T2b21b,T2b21,T2b22,T2b+152,T2b23a,T2b23,T2b24a,T2b24,T2b25,T2b26,T2b27,T2b28,T2b29,T2b30,T2b31,T2b32,T2b33,T2b34,T2b35,T2b36,T2b37,T2b,T2c1a1,T2c1a2,T2c1a3,T2c1a,T2c1c1,T2c1c2,T2c1c,T2c1d1a,T2c1d1,T2c1d2a,T2c1d2,T2c1d+152,T2c1d,T2c1e,T2c1f,T2c1+146,T2c1,T2c,T2d1a,T2d1b1,T2d1b2,T2d1b,T2d1,T2d2,T2d,T2e1a1a,T2e1a1b1,T2e1a1b,T2e1a1,T2e1a,T2e1b1,T2e1b,T2e1,T2e2a,T2e2,T2e5,T2e6,T2e7,T2e+152,T2e,T2m,T2+150,T2f1a1,T2f1a,T2f1,T2f2,T2f3,T2f4,T2f5,T2f6,T2f7a,T2f7,T2f8a,T2f8,T2f,T2+16189,T2g1a1,T2g1a,T2g1b,T2g1,T2g2a,T2g2,T2g,T2h1,T2h2,T2h,T2i1,T2i2,T2i,T2j1,T2j,T2k,T2l,T2n,T2,T3,T,JT
6179A	6179	VARIANT	M1b1b,M8a1a,M8a1,M8a2a1,M8a2a,M8a2b,M8a2+152,M8a2c,M8a2d,M8a2e,M8a2,M8a3a1,M8a3a,M8a3,M8a2'3,M8a,D1g4
634C	634	VARIANT	T2b16
2218T	2218	VARIANT	U1a1a1a,U1a1a1,U1a1a2,U1a1a3,U1a1a+16129,U1a1a,U1a1b,U1a1c1a,U1a1c1b,U1a1c1c1,U1a1c1c,U1a1c1d1,U1a1c1d,U1a1c1,U1a1c,U1a1d,U1a1,U1a2,U1a3,U1a
4748T	4748	VARIANT	K1a2a1
16214A	16214	VARIANT	U1b2,M26
7681T	7681	VARIANT	Q1a1a,Q1a1,Q1a
6047G	6047	VARIANT	U4a1a1,U4a1a2,U4a1a3,U4a1a,U4a1b1a,U4a1b1,U4a1b2,U4a1b,U4a1c,U4a1d,U4a1e,U4a1,U4a2a1,U4a2a2,U4a2a3,U4a2a,U4a2b,U4a2c,U4a2d,U4a2e,U4a2f,U4a2g,U4a2h1,U4a2h,U4a2,U4a3a,U4a3,U4a,U4b1a1a1,U4b1a1a,U4b1a1,U4b1a2a,U4b1a2b,U4b1a2,U4b1a3a,U4b1a3,U4b1a4,U4b1a,U4b1b1a,U4b1b1b,U4b1b1c,U4b1b1+16311,U4b1b1d,U4b1b1,U4b1b2,U4b1b,U4b1+146  152,U4b1,U4b2a1a,U4b2a1,U4b2a,U4b2,U4b3,U4b,U4c1a,U4c1,U4c2a,U4c2,U4c,U4d1a1a,U4d1a1,U4d1a,U4d1b,U4d1,U4d2,U4d3,U4d,U4
502T	502	VARIANT	M57b1
13188T	13188	VARIANT	R0a1a1a,R0a1a1,R0a1a2,R0a1a3,R0a1a4,R0a1a,R0a1b,R0a1+152,R0a1,R0a2a1,R0a2a,R0a2b,R0a2c,R0a2d,R0a2e,R0a2f1a,R0a2f1b,R0a2f1,R0a2f,R0a2g,R0a2h,R0a2i,R0a2j,R0a2+195,R0a2k1,R0a2k,R0a2l,R0a2m,R0a2n,R0a2,R0a3a,R0a3,R0a2'3,R0a4,R0a+60.1T,R0a,J1d2a
9773T	9773	VARIANT	H6a1a2b1,H6a1a2b
7112T	7112	VARIANT	A2e
3549T	3549	VARIANT	V7a1
12720G!	12720	BACKMUTATION	L0f2a1,L0k1a1a,L0k1a1b,L0k1a1c,L0k1a1d,L0k1a1,L0k1a2a,L0k1a2,L0k1a3,L0k1a
5285G	5285	VARIANT	L2a1a1,L2a1a2a1a,L2a1a2a1,L2a1a2a,L2a1a2b,L2a1a2c,L2a1a2,L2a1a3a,L2a1a3b,L2a1a3c,L2a1a3,L2a1a
3229.1A	3229	INSERTION	U2e1b2
12954C	12954	VARIANT	H2a2b5a,K1a1b1a,M36b
11623T	11623	VARIANT	J1c1a,M9a1b1a1
7245G	7245	VARIANT	J1c2a1a,J1c2a1
10559G	10559	VARIANT	T2b9
8575T	8575	VARIANT	F4b1,F4b
4084A	4084	VARIANT	J1c12a
3852T	3852	VARIANT	L3e2a1a,L0f2a1
16346C	16346	VARIANT	HV0a1a
9337C	9337	VARIANT	R0a2i,L3c
16213A	16213	VARIANT	H1a3c1,H5c2,H7h1,H7h,J1c1d,B4g1a,B4g1b,B4g1,B4g2,B4g,A2ai,A2ac1,A2ac,A5c1,A5c,O1a,O1,O,X2a1a,X2a1b1a,X2a1b1,X2a1b,X2a1c,X2a1,X2a2,X2a,M77,L2a1c2a,L2a1c2,L2b1a2,L2b1a3,L2b1a4,L2b1a,L2b1b,L2b1,L2b2a,L2b2,L2b3a,L2b3b,L2b3c,L2b3,L2b,L1c2a1a,L1c2a1b,L1c2a1
14388G	14388	VARIANT	K1a1b1d
13056T	13056	VARIANT	H36
10556T	10556	VARIANT	M37a1,M37a,M37d,M37+152+151,M37+152,M37e2,M37e,M37
14122G	14122	VARIANT	M28a7a
9776T	9776	VARIANT	L0d2b1a1a,L0d2b1a1
5153G	5153	VARIANT	HV2a2,U5a1b3a1,U5a1b3a,A23,D5b1a1,D5b1a2,D5b1a,D5b1b1,D5b1b2,D5b1b,D5b1c1a,D5b1c1,D5b1c,D5b1d,D5b1,D5b2,D5b3a1,D5b3a,D5b3,D5b4,D5b,L0d2a1a1a,L0d2a1a1,L0d2a1a2,L0d2a1a3,L0d2a1a,L0d2a1b,L0d2a1c,L0d2a1,L0d2a2,L0d2a
15454C	15454	VARIANT	HV0e,T2a1b2a,T2c1c1,U3a1a1,U3a1a,U3a1b,U3a1c1,U3a1c,U3a1,U3a2a1a,U3a2a1,U3a2a,U3a2,U3a3,U3a,U3c,U3a'c,U3b1a1,U3b1a,U3b1b,U3b1,U3b2a1a,U3b2a1,U3b2a,U3b2b,U3b2c,U3b2,U3b3,U3b,U3,L4b2a2c
14121T	14121	VARIANT	V7b,S5
8578T	8578	VARIANT	H36
16216G	16216	VARIANT	V3c,D5b1b1
11092G	11092	VARIANT	D4h1b
6351C	6351	VARIANT	H3j,M7b1a2a1a,M7b1a2a1b1,M7b1a2a1b,M7b1a2a1,M7b1a2a,M7b1a2
3984T	3984	VARIANT	H7i1,H7i
7379A	7379	VARIANT	H1c19,HV1a1b
15016T	15016	VARIANT	H1ci,L1c2a1a,L1c2a1b,L1c2a1,L1c2a2,L1c2a3a,L1c2a3,L1c2a
769A	769	VARIANT	H5a6a,R2a,J1b4a1,J1b4a2,J1b4a,X2g,L4a1a,L4a1,L4a2,L4a,L4b1a,L4b1,L4b2a1,L4b2a2a,L4b2a2b,L4b2a2c,L4b2a2,L4b2a,L4b2b1,L4b2b,L4b2,L4b,L4,L6a,L6b,L6,L2a1a1,L2a1a2a1a,L2a1a2a1,L2a1a2a,L2a1a2b,L2a1a2c,L2a1a2,L2a1a3a,L2a1a3b,L2a1a3c,L2a1a3,L2a1a,L2a1b1a,L2a1b1,L2a1b2,L2a1b3,L2a1b+143,L2a1b,L2a1f1a,L2a1f1,L2a1f2,L2a1f3,L2a1f,L2a1g,L2a1+16189  (16192),L2a1c1a1,L2a1c1a2,L2a1c1a,L2a1c1,L2a1c6,L2a1c+16086,L2a1c2a,L2a1c2,L2a1c3a1,L2a1c3a,L2a1c3b1,L2a1c3b2,L2a1c3b,L2a1c3,L2a1c4a1,L2a1c4a,L2a1c4,L2a1c5,L2a1c+16129,L2a1c,L2a1d1,L2a1d2,L2a1d,L2a1h,L2a1+143+@16309,L2a1e1,L2a1e,L2a1i1,L2a1i,L2a1q,L2a1+143+16189  (16192)+@16309,L2a1j,L2a1k,L2a1l1a1,L2a1l1a2,L2a1l1a,L2a1l1b,L2a1l1,L2a1l2a1,L2a1l2a,L2a1l2,L2a1l3,L2a1l,L2a1m1a,L2a1m1,L2a1m,L2a1n,L2a1o,L2a1p,L2a1+143+16189  (16192),L2a1+143,L2a1,L2a2a1,L2a2a,L2a2b1a,L2a2b1,L2a2b2,L2a2b,L2a2,L2a3,L2a2'3,L2a4a,L2a4b,L2a4,L2a2'3'4,L2a1'2'3'4,L2a5,L2a,L2b1a2,L2b1a3,L2b1a4,L2b1a,L2b1b,L2b1,L2b2a,L2b2,L2b3a,L2b3b,L2b3c,L2b3,L2b,L2c1a,L2c1,L2c2a1,L2c2a,L2c2b1a,L2c2b1b,L2c2b1,L2c2b2,L2c2b,L2c2,L2c3a,L2c3,L2c4,L2c5,L2c,L2b'c,L2d1a,L2d1,L2d+16129,L2d,L2b'c'd,L2a'b'c'd,L2e1a,L2e1,L2e,L2,L5a1a,L5a1b,L5a1c,L5a1,L5a2,L5a,L5b1a,L5b1b,L5b1,L5b2,L5b,L5,L1b1a1,L1b1a4a,L1b1a4,L1b1a1'4,L1b1a2a,L1b1a2,L1b1a3a1,L1b1a3a,L1b1a3b,L1b1a3,L1b1a9,L1b1a15a,L1b1a15,L1b1a17,L1b1a18,L1b1a+189,L1b1a5,L1b1a6,L1b1a7a,L1b1a7,L1b1a8,L1b1a10a,L1b1a10b,L1b1a10,L1b1a12a,L1b1a12b,L1b1a12,L1b1a13,L1b1a14,L1b1a16,L1b1a,L1b1,L1b2a,L1b2,L1b3,L1b2'3,L1b,L1c1a1a1a,L1c1a1a1b1,L1c1a1a1b,L1c1a1a1,L1c1a1a2,L1c1a1a,L1c1a1b,L1c1a1,L1c1a2a1,L1c1a2a2,L1c1a2a,L1c1a2b,L1c1a2c,L1c1a2,L1c1a+@198,L1c1a,L1c1b1,L1c1b,L1c1d1,L1c1d,L1c1b'd,L1c1a'b'd,L1c1c,L1c1,L1c2a1a,L1c2a1b,L1c2a1,L1c2a2,L1c2a3a,L1c2a3,L1c2a,L1c2b1a1,L1c2b1a,L1c2b1b1,L1c2b1b,L1c2b1a'b,L1c2b1c,L1c2b1,L1c2b2,L1c2b,L1c2,L1c4a,L1c4b,L1c4,L1c2'4,L1c6,L1c1'2'4'6,L1c5,L1c1'2'4'5'6,L1c3a1a,L1c3a1b,L1c3a1,L1c3a,L1c3b1a,L1c3b1b,L1c3b1,L1c3b2,L1c3b,L1c3c,L1c3b'c,L1c3,L1c,L1,L0a1a1,L0a1a2,L0a1a3,L0a1a+200,L0a1a,L0a1b1a1a,L0a1b1a1,L0a1b1a,L0a1b1,L0a1b2a,L0a1b2,L0a1b,L0a1c1,L0a1c,L0a1d,L0a1+16293,L0a1e,L0a1,L0a4,L0a1'4,L0a2a1a1,L0a2a1a2,L0a2a1a,L0a2a1b,L0a2a1,L0a2a2a1,L0a2a2a2,L0a2a2a,L0a2a2,L0a2a,L0a2b1,L0a2b,L0a2c,L0a2d,L0a2,L0a3,L0a,L0g,L0a'g,L0b,L0a'b'g,L0f1,L0f2a1,L0f2a,L0f2b,L0f2,L0f,L0a'b'f'g,L0k1a1a,L0k1a1b,L0k1a1c,L0k1a1d,L0k1a1,L0k1a2a,L0k1a2,L0k1a3,L0k1a,L0k1b,L0k1,L0k2a1a,L0k2a1,L0k2a,L0k2b,L0k2,L0k,L0a'b'f'g'k,L0d1a1a1,L0d1a1a2,L0d1a1a3,L0d1a1a,L0d1a1b1a,L0d1a1b1b,L0d1a1b1,L0d1a1b,L0d1a1c,L0d1a1d,L0d1a1,L0d1a,L0d1d,L0d1a'd,L0d1c1a1a1,L0d1c1a1a2,L0d1c1a1a,L0d1c1a1b,L0d1c1a1,L0d1c1a2,L0d1c1a,L0d1c1,L0d1c2a1,L0d1c2a,L0d1c2,L0d1c3,L0d1c,L0d1a'c'd,L0d1b1a1,L0d1b1a,L0d1b1b1,L0d1b1b,L0d1b1c,L0d1b1+@152,L0d1b1,L0d1b2a1,L0d1b2a2,L0d1b2a,L0d1b2b1a,L0d1b2b1b1,L0d1b2b1b,L0d1b2b1,L0d1b2b2a,L0d1b2b2b1,L0d1b2b2b,L0d1b2b2c1,L0d1b2b2c2,L0d1b2b2c,L0d1b2b2,L0d1b2b,L0d1b2,L0d1b,L0d1,L0d2a1a1a,L0d2a1a1,L0d2a1a2,L0d2a1a3,L0d2a1a,L0d2a1b,L0d2a1c,L0d2a1,L0d2a2,L0d2a,L0d2b1a1a,L0d2b1a1,L0d2b1a,L0d2b1b,L0d2b1,L0d2b2,L0d2b,L0d2d,L0d2a'b'd,L0d2c1a1,L0d2c1a,L0d2c1b,L0d2c1,L0d2c2a1a,L0d2c2a1,L0d2c2a,L0d2c2b,L0d2c2,L0d2c,L0d2,L0d1'2,L0d3a,L0d3b1,L0d3b2,L0d3b,L0d3,L0d,L0,L*,L1'2'3'4'5'6,L2'3'4'5'6,L2'3'4'6,L3'4'6,L3'4
11887A	11887	VARIANT	H7d2a,H7d2,B4a1a1i,L3d1a1a1,L3d1a1a,L3d1a1b,L3d1a1,L3d1a2,L3d1a1'2,L3d1a,M35b4,M91a,L0a2c
8577G	8577	VARIANT	L3e1b2,E1a1a1b1,E1a1a1b2,E1a1a1b,D4b2b2b
3547G	3547	VARIANT	HV1b2,B2a1a1,B2a1a,B2a1b,B2a1,B2a2,B2a3,B2a4a1,B2a4a,B2a4,B2a5,B2a,B2b1,B2b+152,B2b2a,B2b2,B2b3a,B2b3,B2b4,B2b,B2c1a,B2c1b,B2c1c,B2c1,B2c2a,B2c2b,B2c2,B2c,B2d,B2e,B2f,B2g1,B2g2,B2g,B2h,B2i1,B2i2a1a,B2i2a1b,B2i2a1,B2i2a,B2i2b1,B2i2b,B2i2,B2i,B2j,B2k,B2l,B2m,B2n,B2o1a,B2o1,B2o,B2p,B2q,B2r,B2s,B2t,B2u,B2v,B2w,B2+16278,B2x,B2y1,B2y,B2
8311C	8311	VARIANT	L3x1a1,L3x1a2,L3x1a,L3x1b,L3x1+16311,L3x1,L3x2a1a,L3x2a1,L3x2a,L3x2b,L3x2,L3x
4745T	4745	VARIANT	U5a1j
15452T	15452	VARIANT	F1a3a3a,F1a3a3
7909T	7909	VARIANT	B4c1b1a,B4c1b1
14692G	14692	VARIANT	D4c1b1
5021C	5021	VARIANT	D4e5a,D4e5b,D4e5
16214T	16214	VARIANT	HV2a1,J2a2c1,G1a3,M70,M72a,M72,D4m2a1a,D4m2a1,D4m2a,L1c1a1a1a,L1c1a1a1b1,L1c1a1a1b,L1c1a1a1,L1c1a1a2,L1c1a1a,L0a2c,L0k1a1a,L0k1a1b,L0k1a1c,L0k1a1d,L0k1a1,L0k1a2a,L0k1a2,L0k1a3,L0k1a,L0k1b,L0k1,L0k2a1a,L0k2a1,L0k2a,L0k2b,L0k2,L0k
5817T	5817	VARIANT	T2c1a2
11318C	11318	VARIANT	L3e1g
10993A	10993	VARIANT	H1a1a1,A2ad2,A6b,M74b2
504C	504	VARIANT	D4g2b1a
4745G	4745	VARIANT	H13a1a1a,H13a1a1b,H13a1a1c,H13a1a1d1,H13a1a1d,H13a1a1e,H13a1a1,H13a1a2a,H13a1a2+16311,H13a1a2b,H13a1a2,H13a1a3,H13a1a4,H13a1a5,H13a1a6,H13a1a,H13a1b,H13a1c,H13a1d,H13a1+152,H13a1
15453C	15453	VARIANT	J2b1f
15586C	15586	VARIANT	L0d3a
4612C	4612	VARIANT	B4f1,B4f
2217T	2217	VARIANT	K2b1a1a,K2b1a1,K2b1a2,K2b1a3,K2b1a4,K2b1a,K2b1b,K2b1,K2b2,K2b
3548C	3548	VARIANT	H1e2d,H6a1a10,B4a1e,B4j
16215G	16215	VARIANT	G3a1a,G3a1,L2a3,L1b1a1,L1c3a1a,L1c3a1b,L1c3a1,L1c3a
6485G	6485	VARIANT	R8b1a,R8b1,R8b2,R8b
1452C	1452	VARIANT	B4b1a2e,R31b,E1a2a3
9512T	9512	VARIANT	N21a,M20
12030G	12030	VARIANT	M12a1a1,M12a1a2,M12a1a,M12a1b,M12a1,M12a2,M12a,M12b1a1,M12b1a2a,M12b1a2b,M12b1a2,M12b1a,M12b1b,M12b1,M12b2a,M12b2,M12b,M12
16343G	16343	VARIANT	U3a1a1,U3a1a,U3a1b,U3a1c1,U3a1c,U3a1,U3a2a1a,U3a2a1,U3a2a,U3a2,U3a3,U3a,U3c,U3a'c,U3b1a1,U3b1a,U3b1b,U3b1,U3b2a1a,U3b2a1,U3b2a,U3b2b,U3b2c,U3b2,U3b3,U3b,U3,N8,L3e5f,Q1a1a,Q1a1,Q1a,Q1b,Q1c1a,Q1c1,Q1c2a,Q1c2,Q1c,Q1+@16223,Q1d,Q1e1a1,Q1e1a,Q1e1b1,Q1e1b,Q1e1c,Q1e1,Q1e,Q1f1,Q1f2,Q1f,Q1
3546T	3546	VARIANT	M69a,D5c1a,D5c1
13184C	13184	VARIANT	L2c2a1
6353G	6353	VARIANT	H1j7,M3b,L1c3b2
3981G	3981	VARIANT	B4b1b,L0d2a1a1a,L0d2a1a1,L0d2a1a2,L0d2a1a3,L0d2a1a,L0d2a1b,L0d2a1c,L0d2a1,L0d2a2,L0d2a,L0d2b1a1a,L0d2b1a1,L0d2b1a,L0d2b1b,L0d2b1,L0d2b2,L0d2b,L0d2d,L0d2a'b'd,L0d2c1a1,L0d2c1a,L0d2c1b,L0d2c1,L0d2c2a1a,L0d2c2a1,L0d2c2a,L0d2c2b,L0d2c2,L0d2c,L0d2
12295C	12295	VARIANT	R0a2k1,R0a2k
16474T	16474	VARIANT	L0d1b2a1,L0d1b2a2,L0d1b2a
10733T	10733	VARIANT	U8a1a1a1,U8a1a1a,U8a1a1b1,U8a1a1b,U8a1a1,U8a1a2,U8a1a3,U8a1a4,U8a1a,D4h3a2
